,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
7335054,19306,3,95035,hh_3006142
7335055,19307,3,95035,hh_3006136
7337983,19311,2,95057,hh_3005838
7337984,19312,2,95039,hh_3005823
7340700,19314,3,95056,hh_2979081
7340701,19315,3,95035,hh_2982330
7340712,19324,3,95043,hh_3002159
7340713,19325,3,95043,hh_3007551
7340716,19327,2,95021,hh_3007988
7340718,19329,3,95058,hh_3001076
7340719,19330,2,95108,hh_3008780
7340723,19334,2,95044,hh_3008256
7340724,19335,3,95021,hh_3007804
7340725,19336,3,131819,hh_3007496
7340726,19337,3,95042,hh_3007453
7340731,19338,2,95052,hh_4656548
7340737,19341,2,95041,hh_2980649
7340739,19343,2,95030,hh_2980749
7340833,19348,3,95040,hh_3001306
7340834,19349,3,135698,hh_2626992
7340838,19352,3,95021,hh_3002025
7340840,19353,2,95052,hh_4656164
7340841,19354,2,95108,hh_2981056
7340845,19357,3,134849,hh_2995719
7340847,19359,2,127257,hh_3011451
7340849,19361,2,95044,hh_2979077
7340853,19362,2,95045,hh_2982157
7340854,19363,2,95038,hh_3001925
7341074,19364,2,95103,hh_4574748
7341172,19365,10,95064,hh_2998344
7346970,19366,3,95031,hh_3001472
7347020,19367,5,95047,hh_3001429
7347021,19368,3,95047,hh_3001060
7347024,19371,3,95047,hh_3012979
7347857,19373,4,127257,hh_3014119
7349157,19374,3,95024,hh_3000839
7349860,19376,3,95022,hh_2626608
7349864,19377,10,95071,hh_2604523
7350174,19378,2,95035,hh_3006198
7350178,19381,3,134849,hh_3001437
7350553,19383,3,95059,hh_3014171
7350594,19387,3,95024,hh_3006762
7350596,19389,3,95033,hh_3006451
7350597,19390,3,95033,hh_2981320
7350600,19393,4,95033,hh_3001556
7350604,19396,3,135698,hh_2981797
7352051,19397,2,95053,hh_3676812
7352461,19398,2,125354,hh_1434859
7353686,19399,2,134849,hh_2560396
7354007,19401,1,95022,hh_2626800
7354008,19402,1,95055,hh_2981897
7354156,19403,11,132193,hh_3001158
7354569,19406,1,95057,hh_3005754
7354575,19408,3,95032,hh_3006935
7354865,19410,2,95059,hh_3008468
7357652,19416,3,95021,hh_3002054
7357654,19417,2,125354,hh_1434470
7357659,19418,2,95048,hh_1434528
7357660,19419,2,95048,hh_1434861
7358518,19420,2,95024,hh_2588141
7361331,19425,3,95053,hh_4656523
7361367,19426,5,95043,hh_2617036
7361368,19427,6,95043,hh_3003527
7361373,19428,3,95025,hh_2979405
7361375,19430,3,95034,hh_2979156
7361376,19431,3,95053,hh_2980685
7361377,19432,3,95057,hh_3005504
7361380,19435,3,95057,hh_2981657
7362611,19439,2,125354,hh_4656261
7362612,19440,2,135698,hh_4656176
7362619,19442,2,95052,hh_4656460
7363974,19443,3,95020,hh_4656149
7363976,19444,3,95025,hh_2979545
7363978,19446,3,95034,hh_2980194
7363980,19448,3,95033,hh_2995989
7363981,19449,7,132193,hh_3001794
7363983,19450,3,95057,hh_3007105
7363984,19451,3,95046,hh_3006358
7363985,19452,3,95057,hh_3005953
7365891,19453,3,95053,hh_4655888
7366690,19454,3,127257,hh_3014094
7367304,19455,5,95042,hh_3007677
7367564,19456,3,95020,hh_4656011
7367730,19459,7,95066,hh_3006690
7368878,19461,2,95024,hh_3007359
7368881,19462,2,95024,hh_3000385
7368882,19463,5,95031,hh_3000237
7370148,19465,3,95035,hh_2982225
7370150,19467,4,95045,hh_3006335
7370151,19468,3,95049,hh_2981081
7370153,19470,2,95047,hh_3001446
7370154,19471,3,95031,hh_3006826
7371115,19472,3,135698,hh_2605389
7373877,19476,3,95047,hh_3007087
7373878,19477,3,95047,hh_3000665
7373879,19478,3,95047,hh_3001496
7374135,19479,2,95048,hh_1434836
7374136,19480,4,95030,hh_4656880
7379481,19484,1,95022,hh_2982382
7379484,19487,2,95047,hh_3000386
7379486,19488,2,95051,hh_3006867
7380499,19490,11,95065,hh_4985685
7380514,19491,4,95108,hh_2980083
7380517,19493,2,95108,hh_3000257
7382127,19494,2,95053,hh_3681063
7382486,19495,3,127257,hh_3008969
7386168,19497,3,95056,hh_2979085
7386694,19502,3,95037,hh_3006651
7386696,19503,3,95031,hh_3000211
7386697,19504,3,95031,hh_3000197
7386701,19508,3,95032,hh_3008544
7386704,19510,4,95032,hh_2981790
7386706,19512,4,95030,hh_2980254
7386712,19515,3,95023,hh_2605104
7386732,19520,3,95046,hh_2982215
7386734,19522,3,95046,hh_3005651
7386737,19525,4,95037,hh_3007271
7386739,19527,4,95037,hh_1383687
7386741,19529,3,95038,hh_3001685
7386742,19530,3,95039,hh_2604970
7386747,19535,10,132193,hh_3008268
7386795,19536,3,95055,hh_2979122
7386891,19538,9,95063,hh_878277
7386893,19540,3,95048,hh_1434599
7386895,19542,3,95025,hh_2979498
7387374,19543,2,95045,hh_2981693
7388920,19544,2,95060,hh_2981194
7388922,19546,2,95060,hh_2979657
7388958,19548,1,95041,hh_2982133
7394772,19555,1,95021,hh_2996451
7395904,19556,3,95025,hh_2982038
7397447,19557,2,127257,hh_3008872
7400971,19559,2,95032,hh_3014642
7401303,19560,1,95022,hh_2979147
7405842,19564,4,95051,hh_3007197
7407822,19567,3,95051,hh_2981401
7407831,19569,3,127257,hh_3008116
7407852,19571,2,95032,hh_3001284
7409736,19572,2,95035,hh_2627079
7414061,19573,3,95021,hh_2996163
7415330,19575,2,134849,hh_2980346
7417465,19576,3,95035,hh_2604531
7417875,19577,3,135698,hh_2982217
7418080,19580,3,95042,hh_3008336
7422103,19581,3,95023,hh_3009035
7422214,19583,4,95058,hh_2996105
7422215,19584,3,95058,hh_4996064
7423525,19585,3,95052,hh_4656543
7424254,19586,2,95025,hh_2979668
7424257,19589,4,95030,hh_2979867
7424258,19590,3,135698,hh_2605488
7428583,19591,4,95059,hh_3009036
7429942,19592,4,95033,hh_2981508
7430446,19594,1,95052,hh_1434592
7432471,19597,2,95058,hh_3000898
7432472,19598,3,95058,hh_3000906
7433756,19600,1,95058,hh_4996041
7433757,19601,1,135698,hh_2978906
7434251,19604,2,95059,hh_3011129
7434709,19607,3,95027,hh_2982161
7439340,19609,2,95024,hh_3007052
7439342,19611,3,95027,hh_2981044
7439343,19612,3,95019,hh_3000867
7443527,19613,9,132193,hh_3002081
7443935,19614,3,95023,hh_3005273
7444812,19615,3,95022,hh_2981839
7444817,19617,3,95022,hh_2604559
7444818,19618,3,95022,hh_2979144
7444823,19619,2,135698,hh_4655966
7445131,19623,2,95033,hh_3000357
7447784,19624,2,95059,hh_3010975
7448022,19625,2,95025,hh_2979884
7450674,19627,3,95047,hh_3008560
7452787,19630,13,95062,hh_3005316
7455334,19633,7,95071,hh_2980773
7457099,19634,2,135698,hh_2559948
7457303,19636,2,127257,hh_2984059
7458218,19638,3,95056,hh_2980002
7458219,19639,3,95060,hh_2587255
7460708,19641,9,95064,hh_3001917
7462719,19644,2,125354,hh_4656483
7468645,19649,N2,95054,hh_3010974
7473478,19651,2,95058,hh_3001037
7475225,19652,2,95031,hh_4506147
7475645,19655,4,95021,hh_3014126
7475790,19656,3,95037,hh_3000509
7481758,19657,2,95059,hh_3011337
7481835,19658,3,95051,hh_3006715
7481836,19659,3,95053,hh_4657025
7482294,19662,3,135698,hh_2982217
7482297,19664,3,135698,hh_4656225
7486793,19669,6,95033,hh_3006369
7486795,19670,2,95052,hh_4656259
7486796,19671,2,95052,hh_4656452
7487153,19674,2,95032,hh_2981215
7487155,19675,3,95058,hh_3000941
7487156,19676,2,95045,hh_2981380
7487157,19677,2,95033,hh_2981662
7487158,19678,2,95051,hh_3006462
7487160,19680,3,95041,hh_2980619
7487161,19681,2,95045,hh_3006515
7487164,19682,1,95051,hh_3009048
7487165,19683,3,95021,hh_2996141
7487167,19685,3,95059,hh_3008195
7487169,19687,3,95044,hh_2996353
7487174,19688,3,95021,hh_3007565
7487193,19694,3,95030,hh_2980096
7487195,19695,2,95054,hh_3008939
7487198,19696,1,95060,hh_2978898
7487204,19700,1,95060,hh_2978972
7487205,19701,1,95055,hh_2980006
7487207,19703,2,95034,hh_2979914
7487209,19705,2,95031,hh_2993622
7487211,19706,3,95057,hh_2981702
7487212,19707,2,95055,hh_2979748
7487214,19708,2,95047,hh_2980226
7489147,19710,2,95021,hh_3008497
7489470,19715,2,95024,hh_3007409
7489471,19716,2,95037,hh_3007126
7489479,19721,3,127257,hh_3008550
7489480,19722,3,95043,hh_3001728
7490584,19723,N2,95047,hh_3000875
7492886,19726,2,125354,hh_1434556
7492888,19728,2,95108,hh_4656508
7493356,19729,2,127257,hh_3009059
7499753,19730,3,95038,hh_4996051
7500772,19733,1,95035,hh_2623933
7500773,19734,2,95022,hh_2982342
7500774,19735,2,95035,hh_2982320
7500775,19736,1,95056,hh_2982200
7500776,19737,2,95051,hh_4996241
7500777,19738,3,95045,hh_3006452
7500778,19739,2,95037,hh_3005374
7500780,19740,3,95040,hh_4996071
7501959,19745,2,95047,hh_3005514
7501962,19746,2,95042,hh_3007460
7505407,19747,N2,95027,hh_2981332
7505412,19751,N2,95037,hh_3006716
7505418,19754,N2,95022,hh_2623967
7505419,19755,R,95021,hh_3007490
7505428,19756,N2,95022,hh_2627180
7506081,19763,3,95031,hh_3000226
7506082,19764,E2,95032,hh_2981267
7510375,19768,7,95063,hh_4656266
7512706,19772,2,135698,hh_2982307
7512707,19773,2,95035,hh_2624262
7514987,19777,3,95040,hh_3005132
7514988,19778,2,95043,hh_3001956
7516886,19781,2,95042,hh_2995426
7520302,19784,3,95026,hh_3007240
7521034,19789,5,95025,hh_3007591
7522121,19795,3,127257,hh_3008294
7522483,19798,3,95037,hh_3000602
7522484,19799,2,95031,hh_3008586
7522487,19801,3,95032,hh_3000905
7522490,19803,5,95023,hh_3000562
7522492,19805,3,95023,hh_2604740
7522493,19806,3,95027,hh_2981069
7522495,19807,3,95027,hh_2981590
7522496,19808,3,95027,hh_2981746
7522497,19809,3,95045,hh_2981914
7522516,19813,3,95038,hh_3001748
7522517,19814,3,95039,hh_2603741
7522520,19816,4,95040,hh_3002088
7522909,19819,3,95044,hh_3001908
7522911,19820,3,127257,hh_3007945
7524119,19821,3,95023,hh_2604952
7526555,19823,2,95044,hh_3008486
7529711,19824,3,95032,hh_2979039
7529712,19825,2,95060,hh_2980114
7532373,19827,4,95045,hh_2981426
7532390,19830,2,95052,hh_4656193
7532392,19832,2,95048,hh_1434481
7532393,19833,2,95053,hh_4656346
7535076,19837,2,95024,hh_3006916
7535808,19838,2,95033,hh_3006465
7546607,19846,2,127257,hh_2995621
7548993,19848,R,127257,hh_3008232
7548994,19849,2,127257,hh_3008778
7552724,19851,3,95023,hh_2623851
7553298,19852,2,95059,hh_3009857
7553526,19853,N2,95047,hh_3000652
7553686,19854,3,95023,hh_2604956
7554120,19855,3,95038,hh_3001923
7554503,19856,N2,95054,hh_3014215
7555559,19857,1,95033,hh_3006583
7557311,19861,3,135698,hh_3006073
7557324,19870,2,95027,hh_2981732
7557327,19871,2,127257,hh_3011306
7557328,19872,1,127257,hh_3008291
7557344,19874,2,95030,hh_2980188
7557347,19876,2,95021,hh_3008099
7557349,19878,1,95055,hh_2979688
7557352,19881,3,95056,hh_2981241
7557354,19883,3,95020,hh_4656039
7557355,19884,1,95056,hh_2980020
7557437,19885,2,95033,hh_3006929
7557439,19887,2,95026,hh_3000526
7557442,19889,1,95037,hh_3006740
7557444,19891,3,95041,hh_2980523
7557445,19892,2,95108,hh_3007872
7557446,19893,3,134849,hh_3001699
7557447,19894,2,95042,hh_3007420
7557448,19895,3,95040,hh_3001742
7557449,19896,2,95040,hh_4995994
7562789,19904,3,95035,hh_2626899
7562949,19905,10,95067,hh_4656271
7563484,19906,5,95031,hh_2994610
7563757,19908,3,95024,hh_2981621
7563758,19909,3,95026,hh_3000851
7563759,19910,3,95033,hh_3006868
7563761,19912,3,95026,hh_3000873
7563765,19916,3,95035,hh_2982359
7563766,19917,3,95035,hh_3005547
7566047,19919,N2,95052,hh_4656244
7566088,19921,N2,95055,hh_2979576
7566369,19926,3,95027,hh_2981330
7567179,19928,3,95030,hh_2980249
7567180,19929,3,95041,hh_2980740
7567182,19931,3,95034,hh_2979068
7567183,19932,3,95034,hh_3007634
7567962,19936,4,95020,hh_2979447
7568241,19937,N2,95057,hh_2982138
7568686,19939,3,95021,hh_2996127
7572271,19942,13,136176,hh_3771282
7574456,19943,4,127257,hh_2995106
7574463,19946,3,95035,hh_3006186
7574464,19947,3,127257,hh_3009749
7576475,19949,4,127257,hh_3008948
7576642,19950,2,135698,hh_2566499
7577727,19951,R,95032,hh_2981544
7577728,19952,N2,95032,hh_3001211
7577766,19954,R,95021,hh_2996291
7577767,19955,N2,95033,hh_2981527
7577768,19956,E2,95022,hh_2627395
7577769,19957,N2,95022,hh_2623939
7577794,19959,3,95032,hh_2981187
7577795,19960,3,95032,hh_3001160
7577800,19963,3,95023,hh_2604786
7577802,19965,3,95023,hh_2982047
7577806,19968,3,95023,hh_3005163
7577809,19971,3,95030,hh_2980573
7577810,19972,3,95030,hh_4575628
7577828,19973,3,95045,hh_2981351
7577830,19974,3,95037,hh_3005108
7577831,19975,9,132193,hh_3001696
7577833,19977,3,95038,hh_3001782
7577834,19978,3,95038,hh_3001922
7577835,19979,3,95038,hh_3000155
7577838,19982,3,95047,hh_3000950
7577890,19987,3,95056,hh_4995589
7577930,19988,4,95058,hh_3007897
7578122,19991,1,95031,hh_3001942
7578125,19992,N2,95042,hh_3007682
7578127,19993,1,95020,hh_4656351
7578128,19994,N1,95017,hh_4656206
7578137,19997,E2,95022,hh_2624245
7580430,20000,3,95048,hh_4188621
7580431,20001,3,95060,hh_2980189
7583948,20003,1,95031,hh_4996094
7583951,20005,N2,95038,hh_3001750
7583954,20006,N2,95020,hh_2979444
7583958,20008,N2,95020,hh_4655979
7583959,20009,4,95020,hh_4656261
7583961,20010,N1,95017,hh_4656023
7583962,20011,N1,95017,hh_4656119
7583963,20012,N2,95017,hh_2979916
7585835,20017,2,95035,hh_2627004
7585838,20019,3,95044,hh_3008604
7585840,20020,3,95054,hh_3010126
7585841,20021,3,95032,hh_3006935
7586844,20022,N2,95027,hh_2981673
7586846,20023,N2,95041,hh_2980389
7590102,20026,3,95039,hh_3005789
7590380,20028,N2,95046,hh_3005727
7590383,20029,N1,95030,hh_2980295
7590386,20032,E2,95032,hh_3001271
7590387,20033,N2,95032,hh_3000905
7590388,20034,N2,95032,hh_2981017
7590577,20036,2,95037,hh_3000580
7590578,20037,1,127257,hh_2984691
7590579,20038,2,127257,hh_2996365
7590580,20039,1,95059,hh_3008278
7590581,20040,2,95054,hh_3008527
7594837,20041,6,95047,hh_3001705
7596801,20044,2,95023,hh_2623828
7600896,20046,3,95034,hh_2979759
7601056,20048,2,95046,hh_3006049
7606137,20050,N2,95060,hh_2981995
7607675,20051,2,135698,hh_2560849
7609660,20052,3,95020,hh_4655983
7609662,20054,3,95020,hh_4655951
7609663,20055,3,95020,hh_4656045
7609757,20056,N2,95047,hh_3005510
7610895,20057,3,125354,hh_1434422
7611833,20059,N2,95052,hh_4656255
7611835,20060,N2,95054,hh_3008605
7612872,20064,2,95052,hh_4656763
7612873,20065,2,95053,hh_1434495
7612874,20066,3,95022,hh_2593407
7613129,20067,R,95035,hh_2624641
7613183,20068,N2,95052,hh_4656229
7613184,20069,R,95052,hh_4656441
7614015,20070,9,95067,hh_4656261
7622030,20071,2,95022,hh_2982395
7622032,20073,2,95033,hh_3006369
7622033,20074,2,95027,hh_2982167
7624184,20075,3,95103,hh_4539342
7624523,20076,N2,95055,hh_2979656
7624986,20077,3,95043,hh_2617612
7625763,20078,2,95033,hh_3007318
7625764,20079,2,95026,hh_3006184
7625765,20080,2,95033,hh_3006830
7625768,20082,2,95038,hh_3001779
7631626,20088,N2,95048,hh_1434534
7633207,20091,3,127257,hh_2996608
7638302,20094,3,95040,hh_3001697
7638728,20095,3,95023,hh_4985225
7638857,20098,3,127257,hh_3008079
7642493,20101,3,95037,hh_3005430
7642495,20103,4,95031,hh_3001530
7642497,20104,3,95032,hh_2981420
7642499,20106,3,95030,hh_2980321
7642500,20107,3,95034,hh_2979900
7642503,20109,3,95021,hh_2996196
7642506,20112,3,95030,hh_2980691
7642507,20113,3,95030,hh_4995538
7642527,20114,3,95040,hh_3001782
7642530,20117,5,95040,hh_3000615
7643326,20121,3,95058,hh_3000986
7646946,20123,N2,95052,hh_4656487
7647658,20125,3,95033,hh_3000865
7647765,20126,3,95034,hh_3006639
7648557,20127,2,95026,hh_3000840
7648965,20128,3,95056,hh_2982246
7650730,20131,N2,95032,hh_2981562
7650785,20134,N2,95033,hh_3006934
7652422,20136,N2,95054,hh_3011173
7652493,20140,3,95048,hh_1434463
7652530,20143,3,127257,hh_3001533
7656563,20146,3,95038,hh_3006936
7663599,20147,5,95035,hh_2624220
7664828,20148,3,95043,hh_3007776
7664837,20149,3,95034,hh_2980201
7667391,20155,3,95054,hh_3014263
7667970,20157,3,95047,hh_3001592
7668385,20160,R,95108,hh_3006601
7668784,20161,10,132193,hh_4193974
7669786,20162,N2,135698,hh_2979207
7670406,20164,4,95053,hh_4657102
7673740,20167,N2,95042,hh_3002043
7674749,20170,3,95035,hh_2624674
7674751,20171,2,135698,hh_2623998
7675474,20173,3,95051,hh_3000830
7675481,20179,3,95035,hh_3006850
7675482,20180,3,95034,hh_2978994
7675490,20186,3,95024,hh_3006490
7675804,20187,1,95031,hh_3001747
7676136,20188,12,95061,hh_2981637
7678115,20192,3,95020,hh_3014402
7678117,20194,3,95020,hh_4656091
7678119,20196,3,95025,hh_2979482
7678120,20197,3,95025,hh_2980197
7678122,20199,3,95025,hh_2979679
7678124,20201,3,95034,hh_2980517
7678125,20202,3,95041,hh_2980739
7678126,20203,4,95043,hh_3000164
7680183,20204,13,95071,hh_2978968
7680766,20206,2,95041,hh_2980507
7681956,20209,1,95044,hh_3008384
7681976,20210,N2,95032,hh_2981551
7682013,20212,1,95021,hh_2996332
7683367,20215,13,95066,hh_3005418
7684582,20219,13,95063,hh_4575858
7685146,20220,13,95068,hh_3007419
7687139,20223,6,95040,hh_3002167
7689989,20227,3,95058,hh_3000928
7689991,20229,2,95046,hh_3005448
7689994,20230,2,95058,hh_2981095
7690003,20237,2,127257,hh_3008093
7690005,20239,2,95054,hh_3001266
7690006,20240,3,95058,hh_3001196
7690007,20241,3,131819,hh_2995255
7690008,20242,2,131819,hh_3002105
7690021,20243,2,125354,hh_4656720
7690022,20244,3,135698,hh_4656866
7690023,20245,3,95030,hh_4995536
7690028,20246,2,95060,hh_2979789
7690029,20247,2,95060,hh_2979373
7690033,20250,3,95060,hh_2978989
7690034,20251,2,95030,hh_2980651
7690035,20252,2,95034,hh_2980055
7690108,20254,2,95034,hh_2978895
7690109,20255,1,95034,hh_3007165
7690111,20257,2,95037,hh_3005508
7690114,20260,1,95037,hh_3007292
7690116,20262,2,95027,hh_2978971
7690121,20264,3,95059,hh_4996391
7696738,20266,7,95063,hh_2624002
7696758,20267,1,125354,hh_1434498
7697494,20269,N2,95030,hh_2980186
7704098,20270,2,95022,hh_2623973
7705105,20271,N2,95055,hh_2979805
7707745,20273,3,95031,hh_3006826
7709679,20274,N2,95034,hh_2979607
7709724,20275,N2,95031,hh_3001959
7711686,20276,9,95061,hh_3001626
7712505,20280,N2,95037,hh_3007412
7712507,20281,2,95038,hh_3001774
7712509,20283,N2,95039,hh_3005781
7712510,20284,R,95045,hh_2981723
7712513,20286,R,95020,hh_2979425
7712516,20289,3,95023,hh_3000741
7718217,20293,N2,127257,hh_3008654
7720879,20295,N2,95038,hh_3001763
7720880,20296,N2,95038,hh_3002069
7720881,20297,R,95040,hh_2995367
7720884,20298,N2,95030,hh_4655924
7720885,20299,N1,95030,hh_2980535
7720889,20300,3,95020,hh_4656077
7720891,20302,N2,95023,hh_2604608
7720893,20304,R,95024,hh_4586384
7722396,20307,N2,95047,hh_3001373
7723120,20309,13,136176,hh_3000728
7727421,20311,R,95024,hh_2981764
7728449,20312,2,95060,hh_2979186
7729682,20315,N2,95021,hh_3001805
7731485,20316,N2,95033,hh_3001252
7731486,20317,N2,95033,hh_3006473
7731693,20318,N1,95030,hh_3006449
7731695,20320,N2,95027,hh_2982116
7731698,20322,N2,95035,hh_2623889
7731699,20323,N2,95035,hh_2981831
7731700,20324,N2,95037,hh_2607124
7731712,20329,3,95021,hh_3007778
7731713,20330,5,95021,hh_3007778
7731724,20334,N2,95022,hh_2981839
7732413,20336,10,95068,hh_3000755
7732652,20337,3,95032,hh_2981561
7732653,20338,N2,95032,hh_2981299
7732655,20340,N2,95034,hh_2978874
7732658,20343,N2,95037,hh_3007085
7732660,20344,N2,95039,hh_2604496
7732661,20345,R,95038,hh_3001776
7733729,20347,N2,95030,hh_2980714
7733732,20348,N2,95031,hh_3008414
7733733,20349,N2,95034,hh_2982071
7733734,20350,N2,95037,hh_3007067
7734130,20351,13,95066,hh_4657088
7739266,20352,13,95061,hh_3000343
7739268,20354,13,95066,hh_3007824
7739274,20358,13,95064,hh_3008182
7739277,20360,13,95065,hh_3006741
7739307,20361,14,95108,hh_3005493
7739310,20362,13,95068,hh_3008089
7740255,20364,2,135698,hh_2605390
7741675,20366,N2,95020,hh_4656930
7741735,20368,4,95038,hh_3001613
7742341,20369,13,95062,hh_3000452
7742611,20371,3,95043,hh_2996416
7742619,20372,3,95043,hh_4996264
7743013,20373,13,95062,hh_2560093
7743569,20374,13,136176,hh_1427213
7743579,20375,13,95062,hh_2995625
7743636,20376,13,95062,hh_3006945
7744147,20379,N2,95103,hh_1417991
7744164,20380,9,95064,hh_2997948
7745132,20381,2,95033,hh_3006561
7745168,20382,13,95062,hh_2602754
7745210,20383,13,95062,hh_2603269
7747191,20388,2,95033,hh_2981284
7747192,20389,2,95035,hh_3005627
7748316,20395,13,95062,hh_3008123
7748328,20396,12,95064,hh_2987046
7748732,20397,13,132193,hh_2981781
7749453,20398,2,95032,hh_3014814
7749459,20403,1,95024,hh_2981474
7749460,20404,1,95035,hh_3001028
7749583,20407,2,95044,hh_3000686
7752300,20411,12,95066,hh_2982291
7754507,20412,13,95068,hh_3000453
7755581,20415,2,95031,hh_3001824
7755981,20416,13,95071,hh_2565887
7756814,20417,13,132193,hh_3014390
7758102,20419,13,95108,hh_3008399
7759342,20420,13,95068,hh_3004830
7759551,20421,12,95068,hh_3006437
7760419,20422,3,95046,hh_3005899
7760420,20423,2,95039,hh_3005972
7760422,20425,3,95033,hh_3007031
7760423,20426,3,95027,hh_2981583
7760426,20427,2,95023,hh_3005185
7760434,20433,2,95047,hh_3008977
7760435,20434,2,127257,hh_4595498
7760436,20435,2,95021,hh_3007514
7760446,20437,2,95052,hh_4656305
7760448,20439,2,95041,hh_2980694
7760449,20440,2,95041,hh_2980476
7761061,20441,11,95061,hh_3006203
7762280,20442,12,95061,hh_3007805
7762384,20443,13,95066,hh_3005058
7762594,20445,2,95025,hh_2980429
7762596,20447,2,95020,hh_4656169
7762597,20448,3,95052,hh_4656275
7762603,20452,2,95032,hh_2980025
7762605,20453,2,95060,hh_2980138
7762606,20454,2,95055,hh_2979586
7762608,20456,2,95041,hh_2980511
7763220,20458,2,95103,hh_4574319
7763227,20459,1,95033,hh_3000418
7763232,20462,3,127257,hh_3008114
7763236,20463,3,95040,hh_3000184
7763237,20464,3,95040,hh_3001677
7763405,20466,13,95065,hh_1394735
7763744,20467,1,95046,hh_3005882
7764086,20468,13,95066,hh_4564389
7765815,20469,13,95071,hh_1333537
7765824,20470,13,95063,hh_4656174
7765909,20472,13,95062,hh_2592261
7767173,20474,13,95064,hh_2992260
